StorageLocation,Item,UofM,Qty,UofM2,Qty2,UofM3,Qty3
RED WINE Taco Shop,RED WINE P Noir Sea Sun,Bottle (750 ML),1.4,,,,
RED WINE Taco Shop,RED WINE Cab Sauv The Quilt Rsv,Bottle (750 ML),6,,,,
RED WINE Taco Shop,RED WINE Chianti Cafaggio,Bottle (750 ML),4,,,,
RED WINE Taco Shop,RED WINE Malbec Rsv Terraza,Bottle (750 ML),1.8,,,,
RED WINE Taco Shop,RED WINE Tempranillo Numanthia Termes,Bottle (750 ML),1.9,,,,
RED WINE Taco Shop,RED WINE Merlot Ca Donini,Bottle (750 ML),1.5,,,,
WHITE WINE Taco Shop,WHITE WINE Chardonnay Elouan,Bottle (750 ML),2.9,,,,
WHITE WINE Taco Shop,WHITE WINE Chardonnay Los Vascos,Bottle (750 ML),0,,,,
WHITE WINE Taco Shop,WHITE WINE P Grigio Lagaria,Bottle (750 ML),0,,,,
WHITE WINE Taco Shop,WHITE WINE P Grigio Venezie Canaletto,Bottle (750 ML),3.4,,,,
WHITE WINE Taco Shop,WHITE WINE Sauv Blanc Vavasour,Bottle (750 ML),3.6,,,,
WHITE WINE Taco Shop,WHITE WINE Riesling Chateau St Michelle,Bottle (750 ML),2,,,,
WHITE WINE Taco Shop,WHITE WINE Sauv Blanc Justin,Bottle (750 ML),5,,,,
WHITE WINE Taco Shop,WHITE WINE Moscato D Asti  Saracco,Bottle (750 ML),4,,,,
WHITE WINE Taco Shop,ROSE Wine Whispering Angel,Bottle (750 ML),2.4,,,,
SPARK WINE Taco Shop,CHAMP/SPARK Gioiosa Prosecco,Bottle (750 ML),0,,,,
SPARK WINE Taco Shop,CHAMP/SPARK House Sparkling,Bottle (750 ML),12.7,,,,
SPARK WINE Taco Shop,CHAMP/SPARK Veuve Du Vernay Brut,Bottle (750 ML),0,,,,
SPARK WINE Taco Shop,CHAMP/SPARK Chandon Sparkling,Bottle (750 ML),6,,,,
SPARK WINE Taco Shop,CHAMP/SPARK Veuve Clicquot Rose,Bottle (750 ML),2,,,,
SPARK WINE Taco Shop,CHAMP/SPARK Moet Ice Imperial,Bottle (750 ML),3,,,,
SPARK WINE Taco Shop,CHAMP/SPARK Moet Imperial Brut,Bottle (750 ML),2,Bottle (187 mL),0,,
